=== Monitoring started at Mon May 26 02:06:11 EDT 2025 ===
--- 2025-05-26 02:06:11 ---
  66858  94 ptlrpcd_01_07   I
  66859  77 ptlrpcd_01_08   R
  66860  99 ptlrpcd_01_09   R
  66861 101 ptlrpcd_01_10   I
  66862 113 ptlrpcd_01_11   I
  66863 113 ptlrpcd_01_12   I
  66864  81 ptlrpcd_01_13   I
  66865 123 ptlrpcd_01_14   I
  66866 127 ptlrpcd_01_15   R
  66867  70 ptlrpcd_01_16   I
  66868  76 ptlrpcd_01_17   R
  66869  83 ptlrpcd_01_18   I
  66870  74 ptlrpcd_01_19   R
  66871 114 ptlrpcd_01_20   I
  66872 106 ptlrpcd_01_21   R
  66873 117 ptlrpcd_01_22   I
  66874  97 ptlrpcd_01_23   I
  66875  94 ptlrpcd_01_24   R
  66876 125 ptlrpcd_01_25   R
  66877 117 ptlrpcd_01_26   I
  66878  83 ptlrpcd_01_27   I
  66879 101 ptlrpcd_01_28   I
  66880  85 ptlrpcd_01_29   R
  66881  72 ptlrpcd_01_30   I
  66882  97 ptlrpcd_01_31   R
  66883  73 ptlrpcd_01_32   I
  66884  83 ptlrpcd_01_33   I
  66885 127 ptlrpcd_01_34   I
  66886  74 ptlrpcd_01_35   R
  66887 103 ptlrpcd_01_36   I
  66888  97 ptlrpcd_01_37   I
  66889 100 ptlrpcd_01_38   R
  66890  94 ptlrpcd_01_39   I
  66891  75 ptlrpcd_01_40   R
  66892 109 ptlrpcd_01_41   I
  66893 117 ptlrpcd_01_42   I
  66894  97 ptlrpcd_01_43   I
  66895 117 ptlrpcd_01_44   R
  66896 105 ptlrpcd_01_45   I
  66897 108 ptlrpcd_01_46   R
  66898  64 ptlrpcd_01_47   R
  66899 104 ptlrpcd_01_48   I
  66900 102 ptlrpcd_01_49   I
  66901 102 ptlrpcd_01_50   I
  66902  83 ptlrpcd_01_51   I
  66903 105 ptlrpcd_01_52   I
  66904  78 ptlrpcd_01_53   I
  66905  69 ptlrpcd_01_54   I
  66906 114 ptlrpcd_01_55   R
  66907 125 ptlrpcd_01_56   I
  66908 110 ptlrpcd_01_57   R
  66909 105 ptlrpcd_01_58   I
  66910  73 ptlrpcd_01_59   I
  66911  98 ptlrpcd_01_60   R
  66912 120 ptlrpcd_01_61   R
  66913 107 ptlrpcd_01_62   R
  66914 114 ptlrpcd_01_63   R
  67440  37 monitor_ptlrpcd S
  67441  52 monitor_ptlrpcd S

--- 2025-05-26 02:06:23 ---
  66786  96 ptlrpcd_rcv     I
  66787  58 ptlrpcd_00_00   I
  66788  26 ptlrpcd_00_01   I
  66789  46 ptlrpcd_00_02   R
  66790  45 ptlrpcd_00_03   I
  66791  38 ptlrpcd_00_04   I
  66792  17 ptlrpcd_00_05   I
  66793  61 ptlrpcd_00_06   I
  66794  51 ptlrpcd_00_07   I
  66795  14 ptlrpcd_00_08   I
  66796  52 ptlrpcd_00_09   I
  66797   2 ptlrpcd_00_10   R
  66798   4 ptlrpcd_00_11   I
  66799  55 ptlrpcd_00_12   I
  66800  14 ptlrpcd_00_13   I
  66801  17 ptlrpcd_00_14   I
  66802  26 ptlrpcd_00_15   I
  66803  11 ptlrpcd_00_16   I
  66804  12 ptlrpcd_00_17   I
  66805  47 ptlrpcd_00_18   R
  66806   6 ptlrpcd_00_19   R
  66807  50 ptlrpcd_00_20   I
  66808   1 ptlrpcd_00_21   R
  66809  38 ptlrpcd_00_22   I
  66810   5 ptlrpcd_00_23   I
  66811  47 ptlrpcd_00_24   I
  66812  46 ptlrpcd_00_25   R
  66813  19 ptlrpcd_00_26   I
  66814  38 ptlrpcd_00_27   I
  66815  23 ptlrpcd_00_28   I
  66816  30 ptlrpcd_00_29   I
  66817  52 ptlrpcd_00_30   I
  66818  11 ptlrpcd_00_31   I
  66819  14 ptlrpcd_00_32   I
  66820  58 ptlrpcd_00_33   I
  66821  30 ptlrpcd_00_34   I
  66822   7 ptlrpcd_00_35   R
  66823  46 ptlrpcd_00_36   I
  66824  42 ptlrpcd_00_37   R
  66825  34 ptlrpcd_00_38   R
  66826  13 ptlrpcd_00_39   R
  66827  18 ptlrpcd_00_40   I
  66828  12 ptlrpcd_00_41   I
  66829   5 ptlrpcd_00_42   I
  66830   2 ptlrpcd_00_43   R
  66831  30 ptlrpcd_00_44   I
  66832  17 ptlrpcd_00_45   I
  66833  33 ptlrpcd_00_46   I
  66834  19 ptlrpcd_00_47   I
  66835  38 ptlrpcd_00_48   I
  66836  50 ptlrpcd_00_49   I
  66837  19 ptlrpcd_00_50   I
  66838  24 ptlrpcd_00_51   I
  66839  43 ptlrpcd_00_52   R
  66840  24 ptlrpcd_00_53   R
  66841   0 ptlrpcd_00_54   I
  66842  32 ptlrpcd_00_55   I
  66843  23 ptlrpcd_00_56   I
  66844  32 ptlrpcd_00_57   I
  66845  23 ptlrpcd_00_58   I
  66846  18 ptlrpcd_00_59   I
  66847  20 ptlrpcd_00_60   R
  66848  26 ptlrpcd_00_61   I
  66849  25 ptlrpcd_00_62   I
  66850  41 ptlrpcd_00_63   R
  66851 124 ptlrpcd_01_00   I
  66852  67 ptlrpcd_01_01   I
  66853  86 ptlrpcd_01_02   I
  66854  78 ptlrpcd_01_03   I
  66855  74 ptlrpcd_01_04   I
  66856  78 ptlrpcd_01_05   I
  66857  92 ptlrpcd_01_06   I
  66858 103 ptlrpcd_01_07   I
  66859 112 ptlrpcd_01_08   R
  66860  75 ptlrpcd_01_09   I
  66861  81 ptlrpcd_01_10   I
  66862  98 ptlrpcd_01_11   I
  66863  86 ptlrpcd_01_12   I
  66864  74 ptlrpcd_01_13   I
  66865  92 ptlrpcd_01_14   I
  66866  99 ptlrpcd_01_15   I
  66867  69 ptlrpcd_01_16   I
  66868 115 ptlrpcd_01_17   I
  66869  65 ptlrpcd_01_18   I
  66870 106 ptlrpcd_01_19   R
  66871 104 ptlrpcd_01_20   I
  66872 115 ptlrpcd_01_21   I
  66873 106 ptlrpcd_01_22   I
  66874 106 ptlrpcd_01_23   I
  66875 116 ptlrpcd_01_24   I
  66876  92 ptlrpcd_01_25   I
  66877 124 ptlrpcd_01_26   I
  66878 106 ptlrpcd_01_27   I
  66879 104 ptlrpcd_01_28   I
  66880 124 ptlrpcd_01_29   I
  66881 117 ptlrpcd_01_30   R
  66882  82 ptlrpcd_01_31   I
  66883  65 ptlrpcd_01_32   I
  66884  88 ptlrpcd_01_33   I
  66885 103 ptlrpcd_01_34   R
  66886 116 ptlrpcd_01_35   I
  66887 108 ptlrpcd_01_36   I
  66888 100 ptlrpcd_01_37   R
  66889  70 ptlrpcd_01_38   I
  66890  89 ptlrpcd_01_39   I
  66891 103 ptlrpcd_01_40   I
  66892  86 ptlrpcd_01_41   I
  66893 114 ptlrpcd_01_42   R
  66894  64 ptlrpcd_01_43   R
  66895  75 ptlrpcd_01_44   I
  66896  89 ptlrpcd_01_45   I
  66897 101 ptlrpcd_01_46   R
  66898 103 ptlrpcd_01_47   I
  66899  65 ptlrpcd_01_48   I
  66900 101 ptlrpcd_01_49   R
  66901  98 ptlrpcd_01_50   I
  66902 108 ptlrpcd_01_51   I
  66903 122 ptlrpcd_01_52   R
  66904  82 ptlrpcd_01_53   I
  66905 126 ptlrpcd_01_54   I
  66906  97 ptlrpcd_01_55   I
  66907 116 ptlrpcd_01_56   I
  66908  69 ptlrpcd_01_57   I
  66909  97 ptlrpcd_01_58   I
  66910  65 ptlrpcd_01_59   I
  66911  69 ptlrpcd_01_60   I
  66912  84 ptlrpcd_01_61   I
  66913  84 ptlrpcd_01_62   I
  66914 111 ptlrpcd_01_63   I
  67440  37 monitor_ptlrpcd S
  67441   0 monitor_ptlrpcd S

--- 2025-05-26 02:06:24 ---
  66786  96 ptlrpcd_rcv     I
  66787   6 ptlrpcd_00_00   R
  66788  17 ptlrpcd_00_01   R
  66789  25 ptlrpcd_00_02   I
  66790  17 ptlrpcd_00_03   I
  66791  12 ptlrpcd_00_04   R
  66792  30 ptlrpcd_00_05   R
  66793   3 ptlrpcd_00_06   R
  66794  10 ptlrpcd_00_07   R
  66795  39 ptlrpcd_00_08   R
  66796  24 ptlrpcd_00_09   R
  66797  28 ptlrpcd_00_10   R
  66798   1 ptlrpcd_00_11   R
  66799  44 ptlrpcd_00_12   R
  66800  41 ptlrpcd_00_13   R
  66801   9 ptlrpcd_00_14   I
  66802  61 ptlrpcd_00_15   R
  66803  26 ptlrpcd_00_16   R
  66804  51 ptlrpcd_00_17   R
  66805  58 ptlrpcd_00_18   I
  66806  52 ptlrpcd_00_19   I
  66807  20 ptlrpcd_00_20   R
  66808   2 ptlrpcd_00_21   R
  66809  27 ptlrpcd_00_22   I
  66810  45 ptlrpcd_00_23   I
  66811   7 ptlrpcd_00_24   R
  66812  34 ptlrpcd_00_25   R
  66813  11 ptlrpcd_00_26   R
  66814  39 ptlrpcd_00_27   R
  66815  28 ptlrpcd_00_28   I
  66816  35 ptlrpcd_00_29   R
  66817  25 ptlrpcd_00_30   I
  66818  14 ptlrpcd_00_31   R
  66819   6 ptlrpcd_00_32   R
  66820  51 ptlrpcd_00_33   R
  66821  32 ptlrpcd_00_34   R
  66822   4 ptlrpcd_00_35   I
  66823  18 ptlrpcd_00_36   R
  66824   9 ptlrpcd_00_37   I
  66825  22 ptlrpcd_00_38   R
  66826  60 ptlrpcd_00_39   I
  66827  13 ptlrpcd_00_40   R
  66828   0 ptlrpcd_00_41   R
  66829   4 ptlrpcd_00_42   I
  66830  15 ptlrpcd_00_43   R
  66831   7 ptlrpcd_00_44   I
  66832  29 ptlrpcd_00_45   R
  66833  42 ptlrpcd_00_46   R
  66834   8 ptlrpcd_00_47   R
  66835  36 ptlrpcd_00_48   R
  66836  60 ptlrpcd_00_49   I
  66837  19 ptlrpcd_00_50   R
  66838  46 ptlrpcd_00_51   R
  66839  37 ptlrpcd_00_52   R
  66840  17 ptlrpcd_00_53   I
  66841   8 ptlrpcd_00_54   R
  66842   0 ptlrpcd_00_55   R
  66843   5 ptlrpcd_00_56   R
  66844  38 ptlrpcd_00_57   R
  66845  51 ptlrpcd_00_58   R
  66846  44 ptlrpcd_00_59   R
  66847  50 ptlrpcd_00_60   R
  66848  37 ptlrpcd_00_61   R
  66849  27 ptlrpcd_00_62   R
  66850  49 ptlrpcd_00_63   R
  66851 120 ptlrpcd_01_00   I
  66852 118 ptlrpcd_01_01   I
  66853 106 ptlrpcd_01_02   I
  66854  96 ptlrpcd_01_03   I
  66855  82 ptlrpcd_01_04   I
  66856  77 ptlrpcd_01_05   I
  66857 122 ptlrpcd_01_06   I
  66858 127 ptlrpcd_01_07   I
  66859  98 ptlrpcd_01_08   I
  66860 102 ptlrpcd_01_09   R
  66861  87 ptlrpcd_01_10   R
  66862 107 ptlrpcd_01_11   I
  66863 115 ptlrpcd_01_12   R
  66864  68 ptlrpcd_01_13   R
  66865 112 ptlrpcd_01_14   I
  66866  67 ptlrpcd_01_15   I
  66867 105 ptlrpcd_01_16   R
  66868 119 ptlrpcd_01_17   R
  66869  69 ptlrpcd_01_18   I
  66870 108 ptlrpcd_01_19   I
  66871  69 ptlrpcd_01_20   R
  66872  95 ptlrpcd_01_21   R
  66873 108 ptlrpcd_01_22   I
  66874  69 ptlrpcd_01_23   I
  66875 124 ptlrpcd_01_24   I
  66876 108 ptlrpcd_01_25   I
  66877 101 ptlrpcd_01_26   R
  66878 106 ptlrpcd_01_27   R
  66879  73 ptlrpcd_01_28   R
  66880 112 ptlrpcd_01_29   R
  66881 121 ptlrpcd_01_30   I
  66882  93 ptlrpcd_01_31   I
  66883  83 ptlrpcd_01_32   R
  66884 110 ptlrpcd_01_33   I
  66885  64 ptlrpcd_01_34   I
  66886 109 ptlrpcd_01_35   R
  66887  95 ptlrpcd_01_36   I
  66888 110 ptlrpcd_01_37   I
  66889  96 ptlrpcd_01_38   R
  66890 103 ptlrpcd_01_39   R
  66891 100 ptlrpcd_01_40   I
  66892 100 ptlrpcd_01_41   I
  66893 108 ptlrpcd_01_42   I
  66894 100 ptlrpcd_01_43   I
  66895 104 ptlrpcd_01_44   I
  66896 122 ptlrpcd_01_45   I
  66897  65 ptlrpcd_01_46   I
  66898  98 ptlrpcd_01_47   I
  66899 104 ptlrpcd_01_48   I
  66900  97 ptlrpcd_01_49   I
  66901  91 ptlrpcd_01_50   I
  66902 119 ptlrpcd_01_51   I
  66903  70 ptlrpcd_01_52   R
  66904 116 ptlrpcd_01_53   I
  66905 117 ptlrpcd_01_54   I
  66906 108 ptlrpcd_01_55   I
  66907  64 ptlrpcd_01_56   I
  66908 112 ptlrpcd_01_57   I
  66909  97 ptlrpcd_01_58   I
  66910 104 ptlrpcd_01_59   I
  66911 104 ptlrpcd_01_60   I
  66912 103 ptlrpcd_01_61   I
  66913 120 ptlrpcd_01_62   I
  66914 106 ptlrpcd_01_63   I
  67440  37 monitor_ptlrpcd S
  67441 121 monitor_ptlrpcd S

--- 2025-05-26 02:06:25 ---
  66786  96 ptlrpcd_rcv     I
  66787  38 ptlrpcd_00_00   R
  66788  51 ptlrpcd_00_01   I
  66789  61 ptlrpcd_00_02   R
  66790  43 ptlrpcd_00_03   R
  66791  57 ptlrpcd_00_04   I
  66792   0 ptlrpcd_00_05   R
  66793  45 ptlrpcd_00_06   I
  66794  20 ptlrpcd_00_07   R
  66795  20 ptlrpcd_00_08   I
  66796  13 ptlrpcd_00_09   R
  66797  59 ptlrpcd_00_10   I
  66798   2 ptlrpcd_00_11   I
  66799  54 ptlrpcd_00_12   R
  66800  31 ptlrpcd_00_13   R
  66801  42 ptlrpcd_00_14   I
  66802   2 ptlrpcd_00_15   R
  66803   9 ptlrpcd_00_16   R
  66804  12 ptlrpcd_00_17   I
  66805  46 ptlrpcd_00_18   I
  66806  41 ptlrpcd_00_19   I
  66807  17 ptlrpcd_00_20   I
  66808  35 ptlrpcd_00_21   R
  66809   7 ptlrpcd_00_22   R
  66810  28 ptlrpcd_00_23   R
  66811  15 ptlrpcd_00_24   R
  66812  42 ptlrpcd_00_25   R
  66813  46 ptlrpcd_00_26   I
  66814   0 ptlrpcd_00_27   I
  66815   4 ptlrpcd_00_28   R
  66816  32 ptlrpcd_00_29   R
  66817  48 ptlrpcd_00_30   R
  66818  47 ptlrpcd_00_31   R
  66819  41 ptlrpcd_00_32   R
  66820  26 ptlrpcd_00_33   R
  66821   1 ptlrpcd_00_34   R
  66822  63 ptlrpcd_00_35   I
  66823   8 ptlrpcd_00_36   I
  66824  30 ptlrpcd_00_37   I
  66825  63 ptlrpcd_00_38   I
  66826  49 ptlrpcd_00_39   R
  66827   5 ptlrpcd_00_40   I
  66828  12 ptlrpcd_00_41   I
  66829   2 ptlrpcd_00_42   I
  66830  51 ptlrpcd_00_43   I
  66831   6 ptlrpcd_00_44   I
  66832  46 ptlrpcd_00_45   I
  66833   3 ptlrpcd_00_46   I
  66834  36 ptlrpcd_00_47   I
  66835  32 ptlrpcd_00_48   I
  66836  53 ptlrpcd_00_49   I
  66837  62 ptlrpcd_00_50   R
  66838  44 ptlrpcd_00_51   R
  66839  39 ptlrpcd_00_52   R
  66840  33 ptlrpcd_00_53   R
  66841   4 ptlrpcd_00_54   I
  66842  17 ptlrpcd_00_55   I
  66843  37 ptlrpcd_00_56   R
  66844  60 ptlrpcd_00_57   R
  66845  27 ptlrpcd_00_58   R
  66846  12 ptlrpcd_00_59   I
  66847  58 ptlrpcd_00_60   I
  66848  28 ptlrpcd_00_61   R
  66849  63 ptlrpcd_00_62   R
  66850  20 ptlrpcd_00_63   I
  66851  65 ptlrpcd_01_00   I
  66852  97 ptlrpcd_01_01   I
  66853 100 ptlrpcd_01_02   R
  66854 103 ptlrpcd_01_03   I
  66855 118 ptlrpcd_01_04   I
  66856 122 ptlrpcd_01_05   R
  66857 107 ptlrpcd_01_06   R
  66858 114 ptlrpcd_01_07   R
  66859  93 ptlrpcd_01_08   I
  66860 103 ptlrpcd_01_09   I
  66861  85 ptlrpcd_01_10   I
  66862 109 ptlrpcd_01_11   I
  66863  80 ptlrpcd_01_12   R
  66864 108 ptlrpcd_01_13   R
  66865  99 ptlrpcd_01_14   R
  66866  70 ptlrpcd_01_15   R
  66867 109 ptlrpcd_01_16   R
  66868  94 ptlrpcd_01_17   I
  66869  74 ptlrpcd_01_18   R
  66870  94 ptlrpcd_01_19   I
  66871 123 ptlrpcd_01_20   R
  66872  95 ptlrpcd_01_21   R
  66873 102 ptlrpcd_01_22   I
  66874 109 ptlrpcd_01_23   I
  66875 101 ptlrpcd_01_24   R
  66876  69 ptlrpcd_01_25   R
  66877 105 ptlrpcd_01_26   I
  66878  82 ptlrpcd_01_27   I
  66879 111 ptlrpcd_01_28   I
  66880  67 ptlrpcd_01_29   I
  66881  64 ptlrpcd_01_30   I
  66882  91 ptlrpcd_01_31   R
  66883 106 ptlrpcd_01_32   I
  66884 104 ptlrpcd_01_33   I
  66885  96 ptlrpcd_01_34   I
  66886  81 ptlrpcd_01_35   R
  66887 102 ptlrpcd_01_36   I
  66888  77 ptlrpcd_01_37   I
  66889 115 ptlrpcd_01_38   R
  66890 106 ptlrpcd_01_39   I
  66891 113 ptlrpcd_01_40   R
  66892 126 ptlrpcd_01_41   I
  66893 104 ptlrpcd_01_42   I
  66894  90 ptlrpcd_01_43   R
  66895 118 ptlrpcd_01_44   I
  66896 105 ptlrpcd_01_45   I
  66897 124 ptlrpcd_01_46   R
  66898  96 ptlrpcd_01_47   I
  66899 110 ptlrpcd_01_48   R
  66900  87 ptlrpcd_01_49   R
  66901  67 ptlrpcd_01_50   R
  66902 111 ptlrpcd_01_51   I
  66903 110 ptlrpcd_01_52   I
  66904  64 ptlrpcd_01_53   I
  66905 100 ptlrpcd_01_54   I
  66906 116 ptlrpcd_01_55   I
  66907  96 ptlrpcd_01_56   I
  66908 109 ptlrpcd_01_57   I
  66909  97 ptlrpcd_01_58   I
  66910 125 ptlrpcd_01_59   R
  66911  74 ptlrpcd_01_60   I
  66912 124 ptlrpcd_01_61   I
  66913  72 ptlrpcd_01_62   R
  66914  88 ptlrpcd_01_63   I
  67440  37 monitor_ptlrpcd S
  67441  79 monitor_ptlrpcd S

--- 2025-05-26 02:06:27 ---
  66786  96 ptlrpcd_rcv     I
  66787  50 ptlrpcd_00_00   I
  66788  36 ptlrpcd_00_01   I
  66789  12 ptlrpcd_00_02   I
  66790  30 ptlrpcd_00_03   I
  66791  16 ptlrpcd_00_04   I
  66792  12 ptlrpcd_00_05   I
  66793  28 ptlrpcd_00_06   I
  66794  55 ptlrpcd_00_07   I
  66795  12 ptlrpcd_00_08   I
  66796  57 ptlrpcd_00_09   I
  66797  12 ptlrpcd_00_10   I
  66798  39 ptlrpcd_00_11   I
  66799  12 ptlrpcd_00_12   I
  66800   8 ptlrpcd_00_13   I
  66801   8 ptlrpcd_00_14   I
  66802   9 ptlrpcd_00_15   R
  66803  48 ptlrpcd_00_16   R
  66804  49 ptlrpcd_00_17   I
  66805  12 ptlrpcd_00_18   I
  66806  38 ptlrpcd_00_19   I
  66807  58 ptlrpcd_00_20   I
  66808  39 ptlrpcd_00_21   I
  66809  54 ptlrpcd_00_22   I
  66810  39 ptlrpcd_00_23   R
  66811   8 ptlrpcd_00_24   R
  66812   7 ptlrpcd_00_25   R
  66813   8 ptlrpcd_00_26   R
  66814  55 ptlrpcd_00_27   I
  66815  24 ptlrpcd_00_28   I
  66816  55 ptlrpcd_00_29   I
  66817  26 ptlrpcd_00_30   R
  66818  26 ptlrpcd_00_31   R
  66819   0 ptlrpcd_00_32   R
  66820  45 ptlrpcd_00_33   I
  66821  15 ptlrpcd_00_34   R
  66822  42 ptlrpcd_00_35   R
  66823   8 ptlrpcd_00_36   I
  66824  36 ptlrpcd_00_37   R
  66825  11 ptlrpcd_00_38   R
  66826  54 ptlrpcd_00_39   I
  66827  15 ptlrpcd_00_40   R
  66828  61 ptlrpcd_00_41   I
  66829  19 ptlrpcd_00_42   I
  66830  10 ptlrpcd_00_43   R
  66831  46 ptlrpcd_00_44   R
  66832  35 ptlrpcd_00_45   R
  66833  58 ptlrpcd_00_46   I
  66834   9 ptlrpcd_00_47   I
  66835  33 ptlrpcd_00_48   I
  66836  11 ptlrpcd_00_49   I
  66837  35 ptlrpcd_00_50   I
  66838  47 ptlrpcd_00_51   I
  66839  42 ptlrpcd_00_52   I
  66840  58 ptlrpcd_00_53   I
  66841  42 ptlrpcd_00_54   I
  66842  29 ptlrpcd_00_55   I
  66843  51 ptlrpcd_00_56   I
  66844  58 ptlrpcd_00_57   I
  66845   9 ptlrpcd_00_58   R
  66846  34 ptlrpcd_00_59   I
  66847  58 ptlrpcd_00_60   I
  66848  62 ptlrpcd_00_61   I
  66849  56 ptlrpcd_00_62   I
  66850  47 ptlrpcd_00_63   R
  66851 107 ptlrpcd_01_00   I
  66852  68 ptlrpcd_01_01   I
  66853 105 ptlrpcd_01_02   I
  66854 107 ptlrpcd_01_03   I
  66855  82 ptlrpcd_01_04   I
  66856  99 ptlrpcd_01_05   I
  66857 112 ptlrpcd_01_06   I
  66858  99 ptlrpcd_01_07   I
  66859 111 ptlrpcd_01_08   I
  66860  95 ptlrpcd_01_09   R
  66861 119 ptlrpcd_01_10   I
  66862  76 ptlrpcd_01_11   I
  66863 114 ptlrpcd_01_12   I
  66864 108 ptlrpcd_01_13   I
  66865  85 ptlrpcd_01_14   I
  66866 113 ptlrpcd_01_15   R
  66867 111 ptlrpcd_01_16   I
  66868 122 ptlrpcd_01_17   I
  66869  91 ptlrpcd_01_18   I
  66870 115 ptlrpcd_01_19   I
  66871  72 ptlrpcd_01_20   I
  66872 125 ptlrpcd_01_21   I
  66873 117 ptlrpcd_01_22   I
  66874  90 ptlrpcd_01_23   I
  66875  98 ptlrpcd_01_24   I
  66876  75 ptlrpcd_01_25   I
  66877 125 ptlrpcd_01_26   I
  66878  94 ptlrpcd_01_27   I
  66879 127 ptlrpcd_01_28   I
  66880 125 ptlrpcd_01_29   I
  66881  72 ptlrpcd_01_30   I
  66882  83 ptlrpcd_01_31   I
  66883 104 ptlrpcd_01_32   I
  66884 100 ptlrpcd_01_33   I
  66885  95 ptlrpcd_01_34   I
  66886 109 ptlrpcd_01_35   I
  66887  72 ptlrpcd_01_36   I
  66888 103 ptlrpcd_01_37   I
  66889 116 ptlrpcd_01_38   I
  66890 122 ptlrpcd_01_39   I
  66891  96 ptlrpcd_01_40   I
  66892 109 ptlrpcd_01_41   I
  66893 109 ptlrpcd_01_42   I
  66894  72 ptlrpcd_01_43   I
  66895 125 ptlrpcd_01_44   I
  66896 109 ptlrpcd_01_45   I
  66897 109 ptlrpcd_01_46   I
  66898 125 ptlrpcd_01_47   I
  66899 113 ptlrpcd_01_48   I
  66900  82 ptlrpcd_01_49   I
  66901  79 ptlrpcd_01_50   I
  66902 125 ptlrpcd_01_51   I
  66903 119 ptlrpcd_01_52   I
  66904 102 ptlrpcd_01_53   I
  66905 104 ptlrpcd_01_54   I
  66906 125 ptlrpcd_01_55   I
  66907 117 ptlrpcd_01_56   I
  66908 123 ptlrpcd_01_57   I
  66909 125 ptlrpcd_01_58   I
  66910  73 ptlrpcd_01_59   I
  66911  73 ptlrpcd_01_60   R
  66912  74 ptlrpcd_01_61   I
  66913  99 ptlrpcd_01_62   I
  66914 102 ptlrpcd_01_63   I
  67440  37 monitor_ptlrpcd S
  67441  64 monitor_ptlrpcd S

--- 2025-05-26 02:06:28 ---
  66786  96 ptlrpcd_rcv     I
  66787  42 ptlrpcd_00_00   I
  66788  19 ptlrpcd_00_01   I
  66789   6 ptlrpcd_00_02   I
  66790  28 ptlrpcd_00_03   I
  66791  63 ptlrpcd_00_04   I
  66792  45 ptlrpcd_00_05   R
  66793  63 ptlrpcd_00_06   I
  66794  57 ptlrpcd_00_07   I
  66795   9 ptlrpcd_00_08   I
  66796   1 ptlrpcd_00_09   I
  66797  14 ptlrpcd_00_10   I
  66798  22 ptlrpcd_00_11   R
  66799  43 ptlrpcd_00_12   I
  66800  46 ptlrpcd_00_13   R
  66801  44 ptlrpcd_00_14   I
  66802  16 ptlrpcd_00_15   I
  66803   0 ptlrpcd_00_16   R
  66804  10 ptlrpcd_00_17   R
  66805  62 ptlrpcd_00_18   I
  66806  41 ptlrpcd_00_19   I
  66807  21 ptlrpcd_00_20   R
  66808  18 ptlrpcd_00_21   R
  66809  20 ptlrpcd_00_22   I
  66810  49 ptlrpcd_00_23   I
  66811  44 ptlrpcd_00_24   I
  66812  14 ptlrpcd_00_25   I
  66813   6 ptlrpcd_00_26   I
  66814   7 ptlrpcd_00_27   I
  66815  46 ptlrpcd_00_28   I
  66816   4 ptlrpcd_00_29   R
  66817  52 ptlrpcd_00_30   R
  66818  57 ptlrpcd_00_31   I
  66819  59 ptlrpcd_00_32   R
  66820  26 ptlrpcd_00_33   I
  66821   7 ptlrpcd_00_34   I
  66822  58 ptlrpcd_00_35   R
  66823  56 ptlrpcd_00_36   I
  66824  23 ptlrpcd_00_37   I
  66825   3 ptlrpcd_00_38   I
  66826  62 ptlrpcd_00_39   I
  66827  39 ptlrpcd_00_40   R
  66828   9 ptlrpcd_00_41   I
  66829   3 ptlrpcd_00_42   I
  66830  54 ptlrpcd_00_43   I
  66831   3 ptlrpcd_00_44   I
  66832  42 ptlrpcd_00_45   I
  66833  21 ptlrpcd_00_46   I
  66834  62 ptlrpcd_00_47   I
  66835   2 ptlrpcd_00_48   I
  66836  49 ptlrpcd_00_49   I
  66837  60 ptlrpcd_00_50   R
  66838  61 ptlrpcd_00_51   I
  66839  17 ptlrpcd_00_52   R
  66840  48 ptlrpcd_00_53   R
  66841  28 ptlrpcd_00_54   I
  66842   3 ptlrpcd_00_55   I
  66843  56 ptlrpcd_00_56   I
  66844  20 ptlrpcd_00_57   R
  66845   6 ptlrpcd_00_58   I
  66846  23 ptlrpcd_00_59   I
  66847  50 ptlrpcd_00_60   I
  66848  47 ptlrpcd_00_61   I
  66849  52 ptlrpcd_00_62   I
  66850  34 ptlrpcd_00_63   I
  66851  94 ptlrpcd_01_00   I
  66852  92 ptlrpcd_01_01   I
  66853  98 ptlrpcd_01_02   R
  66854  91 ptlrpcd_01_03   R
  66855 103 ptlrpcd_01_04   R
  66856 103 ptlrpcd_01_05   R
  66857 107 ptlrpcd_01_06   R
  66858  85 ptlrpcd_01_07   I
  66859  86 ptlrpcd_01_08   R
  66860  87 ptlrpcd_01_09   R
  66861  74 ptlrpcd_01_10   I
  66862 116 ptlrpcd_01_11   I
  66863 121 ptlrpcd_01_12   I
  66864  82 ptlrpcd_01_13   I
  66865  93 ptlrpcd_01_14   I
  66866 120 ptlrpcd_01_15   I
  66867  95 ptlrpcd_01_16   I
  66868 111 ptlrpcd_01_17   R
  66869  66 ptlrpcd_01_18   I
  66870 105 ptlrpcd_01_19   I
  66871  87 ptlrpcd_01_20   I
  66872  74 ptlrpcd_01_21   R
  66873  89 ptlrpcd_01_22   I
  66874 125 ptlrpcd_01_23   I
  66875  65 ptlrpcd_01_24   I
  66876  74 ptlrpcd_01_25   I
  66877 108 ptlrpcd_01_26   I
  66878 120 ptlrpcd_01_27   I
  66879  74 ptlrpcd_01_28   I
  66880 121 ptlrpcd_01_29   I
  66881  69 ptlrpcd_01_30   I
  66882 103 ptlrpcd_01_31   I
  66883  83 ptlrpcd_01_32   I
  66884  97 ptlrpcd_01_33   R
  66885  96 ptlrpcd_01_34   I
  66886  70 ptlrpcd_01_35   I
  66887  74 ptlrpcd_01_36   I
  66888 125 ptlrpcd_01_37   I
  66889 121 ptlrpcd_01_38   I
  66890 102 ptlrpcd_01_39   I
  66891 115 ptlrpcd_01_40   I
  66892  67 ptlrpcd_01_41   R
  66893  68 ptlrpcd_01_42   I
  66894 109 ptlrpcd_01_43   R
